indicator_data_id,indicator_id,name,measure,year_description,data_valuemessage
131696,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.5
131697,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131698,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131693,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.2
131651,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.1
131652,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.1
131653,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.3
131654,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.2
131655,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.5
131656,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.5
131657,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.4
131658,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.4
131659,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.3
131660,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.1
131661,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.1
131662,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.2
131663,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131664,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131665,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131666,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131667,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131668,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.2
131669,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.4
131610,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,11.4
131670,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.3
131671,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.4
131672,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.3
131673,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.5
131674,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.8
131675,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.8
131676,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.8
131677,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.6
131678,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.5
131679,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.3
131680,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.3
131681,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131682,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131683,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131684,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131685,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131686,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,1.0
131687,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131688,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.7
131689,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131690,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131691,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.9
131692,663,Neighborhood Air Quality Concentrations- Elemental Carbon (EC),Average Concentration,Annual Average 2009-2010,0.8
131646,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.8
131647,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.3
131648,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,12.4
131649,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,9.7
131650,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,9.2
131645,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.6
131603,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.1
131604,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,9.7
131605,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,11.0
131606,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.2
131607,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,12.1
131608,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,11.7
131609,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.9
131611,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.8
131612,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.7
131613,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.1
131614,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.5
131615,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.2
131616,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,10.4
131617,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,9.4
131618,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,9.7
131619,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,9.5
131620,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,11.1
131621,662,Neighborhood Air Quality Concentrations- Fine Particulate Matter (PM2.5),Average Concentration,Annual Average 2009-2010,11.7
